observation_id,source_id,monitor_vendor,monitor_model,software_version,environment,cohort,club,metric,aggregation_level,sample_count,measurement_status,reported_mean,reported_sd,reported_unit,canonical_mean,canonical_sd,canonical_unit,matched_shots
948a13330f77dec71a7423d8,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,launch_direction,group_mean,69,reported,-3.25,2.54,deg,-0.05672320068981571,0.044331363000655974,rad,1
1feea2fa4da3c06662c05da1,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,launch_direction,group_mean,69,reported,-2.41,2.86,deg,-0.04206243497306335,0.04991641660703782,rad,1
4477881c79f3ef3560976f5a,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,lateral_total,group_mean,69,reported,-8.4,6.96,yd,-7.680960000000001,6.364224,m,1
0bf65896cf84023672f50982,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,lateral_total,group_mean,69,reported,-5.89,7.35,yd,-5.385815999999999,6.72084,m,1
8be9b7839ea0a935ddddbac1,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,smash_factor,group_mean,69,reported,1.19,0.05,1,1.19,0.05,1,1
7a3469b618405108babc48f4,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,smash_factor,group_mean,69,reported,1.18,0.05,1,1.18,0.05,1,1
94ee11987c3070009e0ccabc,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,spin_axis,group_mean,69,reported,-2.11,3.68,deg,-0.03682644721708035,0.06422811647339133,rad,1
eddfb84dfc40756e3b797e1c,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,spin_axis,group_mean,69,reported,-2.24,4.46,deg,-0.039095375244672985,0.0778416846389471,rad,1
2d31badc75659bf6d9fbe7ab,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,spin_rate,group_mean,69,reported,8031.0,886.0,rpm,841.0043533659875,92.78170303601856,rad/s,1
f7a3d735a5e5d06a0312df05,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,spin_rate,group_mean,69,reported,8016.0,891.0,rpm,839.4335570391927,93.30530181161686,rad/s,1
0c912b3511dd2e1cbb498e9b,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,swing_direction,group_mean,69,reported,-3.79,3.06,deg,-0.0661479786505851,0.053407075111026485,rad,1
4ac29d5ba4d3e71f5c82415f,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,swing_direction,group_mean,69,reported,-4.56,2.91,deg,-0.07958701389094142,0.050789081233034994,rad,1
bc29a3623250cd039838ffed,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,swing_plane,group_mean,69,reported,60.42,3.44,deg,1.054527934054974,0.060039326268604934,rad,1
1e506591c86f691f39fc0d90,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,swing_plane,group_mean,69,reported,63.15,2.68,deg,1.1021754226344191,0.046774823953448036,rad,1
